Wavelength (nm),	Flux (erg / (nm cm2 s))
0.5499443054199219	527.156859649059
0.6499443054199219	920.2309848884852
0.749944305419922	920.2309848884852
0.8499443054199219	920.2309848884852
0.9499443054199219	1078.57508652165
1.049944305419922	1128.9778870036628
1.1499443054199219	1820.0737476925624
1.249944305419922	2188.4918496549453
1.349944305419922	2193.921115869056
1.449944305419922	3682.6510053986203
1.549944305419922	4325.915720955071
1.6499443054199219	4331.747297321761
1.749944305419922	5078.42489497955
1.849944305419922	5554.903565577005
1.949944305419922	3714.3721229136063
2.049944305419922	3669.5030989304682
2.149944305419922	3729.0312715211753
2.249944305419922	4049.7716064325023
2.349944305419922	3656.624170367245
2.449944305419922	4259.527957529004
2.5499443054199222	4118.205927627414
2.649944305419922	4615.0820339846605
2.749944305419922	4419.763486768796
2.849944305419922	4152.255565326892
2.949944305419922	4223.251955767628
3.0499443054199222	4015.7663536101045
3.149944305419922	3740.6475299599965
3.249944305419922	3702.0834461305594
3.349944305419922	3520.146865599535
3.449944305419922	3530.4373309608304
3.5499443054199222	3832.5493160345313
3.649944305419922	3650.7456958265175
3.749944305419922	3650.7456958265175
3.849944305419922	3650.7456958265175
3.949944305419922	3855.4816433961155
4.049944305419922	4042.234524572018
4.149944305419922	4161.364739766251
4.249944305419922	4161.364739766251
4.349944305419922	4213.3428912982745
4.449944305419922	4478.619170724154
4.549944305419922	4478.619170724154
4.649944305419922	4657.305795133077
4.749944305419922	4795.4741792070545
4.849944305419922	4595.658314797546
4.949944305419923	4487.749836097495
5.049944305419922	4487.749836097495
5.149944305419922	2590.3483224293504
5.249944305419922	336.3437082230404
5.349944305419922	546.2302113387033
5.449944305419923	2947.5385956395057
5.549944305419922	2947.5385956395057
5.649944305419922	2947.5385956395057
5.749944305419922	2947.5385956395057
5.849944305419922	2947.5385956395057
5.949944305419923	2566.6696725455536
6.049944305419922	12953.19751085277
6.149944305419922	10759.55499575801
6.249944305419922	4056.527134360521
6.349944305419922	11342.905379131673
6.449944305419923	3532.2254133576225
6.549944305419922	3321.9842170308657
6.649944305419922	1651.436621169579
6.749944305419922	3393.767872983703
6.849944305419922	3952.818950850058
6.949944305419923	9640.452662015776
7.049944305419922	2752.893865170599
7.149944305419922	2144.0556113430953
7.249944305419922	8965.741936885004
7.349944305419922	3371.728348526648
7.449944305419923	9355.852102973433
7.549944305419922	5298.554770755894
7.649944305419922	2524.544040851966
7.749944305419922	6637.552022029769
7.849944305419922	5077.100330250751
7.949944305419923	2545.9014693445392
8.049944305419922	3112.675228745258
8.149944305419922	2637.9667296982534
8.249944305419922	1920.8321491618713
8.349944305419923	5389.3960659389095
8.449944305419923	1609.6443190085506
8.549944305419922	1991.3588948948802
8.649944305419922	1839.3556684816824
8.749944305419922	5593.315151660113
8.849944305419923	1978.0721352218088
8.949944305419923	1149.600169880662
9.049944305419922	2847.282970576395
9.149944305419922	713.4295713985267
9.249944305419922	899.4812564134045
9.349944305419923	3691.5053687652767
9.449944305419923	1832.116502979607
9.549944305419922	4672.422183263193
9.649944305419922	4505.087258986668
9.749944305419923	3990.5800176512785
9.849944305419923	5881.8190870661
9.949944305419923	803.9941402159888
10.049944305419922	6419.572743845976
10.149944305419922	6422.649805506163
10.249944305419923	6422.649805506163
10.349944305419923	6422.649805506163
10.449944305419923	6422.649805506163
10.549944305419922	6422.649805506163
