Wavelength (nm),	Flux (erg / (nm cm2 s))
0.5499443054199219	6.552699997777729
0.6499443054199219	32.98471013127363
0.749944305419922	53.12876072272281
0.8499443054199219	88.40759948176272
0.9499443054199219	253.79294842764125
1.049944305419922	258.96856933919486
1.1499443054199219	427.4758126209713
1.249944305419922	509.2121359869489
1.349944305419922	2374.4483391202643
1.449944305419922	773.1136350041897
1.549944305419922	2474.788422842202
1.6499443054199219	1976.292448680622
1.749944305419922	2865.1499712211576
1.849944305419922	12771.835677226207
1.949944305419922	998.5467816878129
2.049944305419922	556.2520638323911
2.149944305419922	13392.814872008283
2.249944305419922	8174.920339007791
2.349944305419922	537.6263778002633
2.449944305419922	2465.263412999963
2.5499443054199222	679.2328005467343
2.649944305419922	779.0661246173249
2.749944305419922	655.9621133518816
2.849944305419922	1474.4808916694556
2.949944305419922	843.0167238898102
3.0499443054199222	894.9049523583119
3.149944305419922	1159.7611067785426
3.249944305419922	1149.5062682492744
3.349944305419922	3286.092926669316
3.449944305419922	948.7210373859791
3.5499443054199222	1125.7845655726917
3.649944305419922	1920.6868045385436
3.749944305419922	1127.0172126945513
3.849944305419922	836.3758160951194
3.949944305419922	1931.168337920208
4.049944305419922	1466.586825525138
4.149944305419922	640.0210615358806
4.249944305419922	1465.044320789746
4.349944305419922	1309.3949093774172
4.449944305419922	1464.0047209633285
4.549944305419922	778.4888194391201
4.649944305419922	936.1673065458804
4.749944305419922	758.7711666663891
4.849944305419922	763.6001881143127
4.949944305419923	1183.5293764997414
5.049944305419922	1230.167936409094
5.149944305419922	248.9723426807083
5.249944305419922	1273.2277939361172
5.349944305419922	552.6759496429218
5.449944305419923	1179.265596042854
5.549944305419922	565.1840050817972
5.649944305419922	355.92571625375484
5.749944305419922	598.8211363504556
5.849944305419922	174.6426196903248
5.949944305419923	842.4180659628898
6.049944305419922	234.38060477098054
6.149944305419922	212.55756855573367
6.249944305419922	727.0390619031939
6.349944305419922	1511.9744201391202
6.449944305419923	448.47714446400204
6.549944305419922	488.3940343492279
6.649944305419922	869.1315981754417
6.749944305419922	222.91906844719864
6.849944305419922	172.5726185420794
6.949944305419923	2107.796275211512
7.049944305419922	326.77577994041434
7.149944305419922	143.03679001385458
7.249944305419922	183.4064768241083
7.349944305419922	863.2140191809715
7.449944305419923	161.63785327742607
7.549944305419922	234.61459359573524
7.649944305419922	219.38088221925346
7.749944305419922	178.40509589777864
7.849944305419922	135.340395433317
7.949944305419923	117.78395390147861
8.049944305419922	117.07955381731861
8.149944305419922	153.4942971628065
8.249944305419922	164.27879486629425
8.349944305419923	187.36631818491816
8.449944305419923	107.2731701097522
8.549944305419922	110.4342128035173
8.649944305419922	120.63381904988523
8.749944305419922	259.3757677636272
8.849944305419923	202.3353252055624
8.949944305419923	117.53335179600015
9.049944305419922	136.45966093468735
9.149944305419922	138.51885466449116
9.249944305419922	91.38286662895968
9.349944305419923	118.58900968018057
9.449944305419923	96.97178834478248
9.549944305419922	122.82025158851323
9.649944305419922	127.67417937958251
9.749944305419923	180.25777981892233
9.849944305419923	354.01668263659064
9.949944305419923	86.12894708553046
10.049944305419922	3379.8105455677214
10.149944305419922	3381.648495577228
10.249944305419923	3381.648495577228
10.349944305419923	3381.648495577228
10.449944305419923	3381.648495577228
10.549944305419922	3381.648495577228
10.649944305419922	3381.648495577228
10.749944305419923	3381.648495577228
10.849944305419923	3381.648495577228
10.949944305419923	3381.648495577228
11.049944305419922	3381.648495577228
11.149944305419922	3381.648495577228
11.249944305419923	3381.648495577228
11.349944305419923	3381.648495577228
11.449944305419923	3381.648495577228
11.549944305419922	3381.648495577228
11.649944305419922	3381.648495577228
11.749944305419923	3381.648495577228
11.849944305419923	3381.648495577228
11.949944305419923	3381.648495577228
12.049944305419922	3381.648495577228
12.149944305419922	3381.648495577228
12.249944305419923	3381.648495577228
12.349944305419923	3381.648495577228
12.449944305419923	3381.648495577228
12.549944305419922	3381.648495577228
12.649944305419922	3381.648495577228
12.749944305419923	3381.648495577228
12.849944305419923	3381.648495577228
12.949944305419923	3381.648495577228
13.049944305419922	3381.648495577228
13.149944305419922	3381.648495577228
13.249944305419923	3381.648495577228
13.349944305419923	3381.648495577228
13.449944305419923	3381.648495577228
13.549944305419922	3381.648495577228
13.649944305419922	3381.648495577228
13.749944305419923	3381.648495577228
13.849944305419923	3381.648495577228
13.949944305419923	3381.648495577228
14.049944305419922	3381.648495577228
14.149944305419922	3381.648495577228
14.249944305419923	3381.648495577228
14.349944305419923	3381.648495577228
14.449944305419923	3381.648495577228
14.549944305419922	3381.648495577228
14.649944305419922	3381.648495577228
14.749944305419923	3381.648495577228
14.849944305419923	3381.648495577228
14.949944305419923	3381.648495577228
15.049944305419922	3381.648495577228
15.149944305419922	3381.648495577228
15.249944305419923	3381.648495577228
15.349944305419923	3381.648495577228
15.449944305419923	3381.648495577228
15.549944305419922	3381.648495577228
15.649944305419922	3381.648495577228
15.749944305419923	3381.648495577228
15.849944305419923	3381.648495577228
15.949944305419923	3381.648495577228
16.049944305419924	3381.648495577228
16.149944305419922	3381.648495577228
16.249944305419923	3381.648495577228
16.34994430541992	3381.648495577228
16.449944305419923	3381.648495577228
16.549944305419924	3381.648495577228
16.649944305419922	3381.648495577228
16.749944305419923	3381.648495577228
16.84994430541992	3381.648495577228
16.949944305419923	3381.648495577228
17.049944305419924	3381.648495577228
17.149944305419922	3381.648495577228
17.249944305419923	3381.648495577228
17.34994430541992	3381.648495577228
17.449944305419923	3381.648495577228
17.549944305419924	3381.648495577228
17.649944305419922	3381.648495577228
17.749944305419923	3381.648495577228
17.84994430541992	3381.648495577228
17.949944305419923	3381.648495577228
18.049944305419924	3381.648495577228
18.149944305419922	3381.648495577228
18.249944305419923	3381.648495577228
18.34994430541992	3381.648495577228
18.449944305419923	3381.648495577228
18.549944305419924	3381.648495577228
18.649944305419922	3381.648495577228
18.749944305419923	3381.648495577228
18.84994430541992	3381.648495577228
18.949944305419923	3381.648495577228
19.049944305419924	3381.648495577228
19.149944305419922	3381.648495577228
19.249944305419923	3381.648495577228
19.349944305419925	3381.648495577228
19.449944305419923	3381.648495577228
19.549944305419924	3381.648495577228
19.649944305419922	3381.648495577228
19.749944305419923	3381.648495577228
19.849944305419925	3381.648495577228
19.949944305419923	3381.648495577228
20.049944305419924	2965.9401634701353
20.149944305419922	2965.7085074403653
20.249944305419923	2965.7085074403653
20.349944305419925	2965.7085074403653
20.449944305419923	2965.7085074403653
20.549944305419924	2965.7085074403653
20.649944305419922	2965.7085074403653
20.749944305419923	2965.7085074403653
20.849944305419925	2965.7085074403653
20.949944305419923	2965.7085074403653
21.049944305419924	2965.7085074403653
21.149944305419922	2965.7085074403653
21.249944305419923	2965.7085074403653
21.349944305419925	2965.7085074403653
21.449944305419923	2965.7085074403653
21.549944305419924	2965.7085074403653
21.649944305419922	2965.7085074403653
21.749944305419923	2965.7085074403653
21.849944305419925	2965.7085074403653
21.949944305419923	2965.7085074403653
22.049944305419924	2965.7085074403653
22.149944305419922	2965.7085074403653
22.249944305419923	2965.7085074403653
22.349944305419925	2965.7085074403653
22.449944305419923	2965.7085074403653
22.549944305419924	2965.7085074403653
22.649944305419922	2965.7085074403653
22.749944305419923	2965.7085074403653
22.849944305419925	2965.7085074403653
22.949944305419923	2965.7085074403653
23.049944305419924	2965.7085074403653
23.149944305419922	2965.7085074403653
23.249944305419923	2965.7085074403653
23.349944305419925	2965.7085074403653
23.449944305419923	2965.7085074403653
23.549944305419924	2965.7085074403653
23.649944305419922	2965.7085074403653
23.749944305419923	2965.7085074403653
23.849944305419925	2965.7085074403653
23.949944305419923	2965.7085074403653
24.049944305419924	2965.7085074403653
24.149944305419922	2965.7085074403653
24.249944305419923	2965.7085074403653
24.349944305419925	2965.7085074403653
24.449944305419923	2965.7085074403653
24.549944305419924	2965.7085074403653
24.649944305419922	2965.7085074403653
24.749944305419923	2965.7085074403653
24.849944305419925	2965.7085074403653
24.949944305419923	2965.7085074403653
25.049944305419924	2965.7085074403653
25.149944305419922	2965.7085074403653
25.249944305419923	2965.7085074403653
25.349944305419925	2965.7085074403653
25.449944305419923	2965.7085074403653
25.549944305419924	2965.7085074403653
25.649944305419922	2965.7085074403653
25.749944305419923	2965.7085074403653
25.849944305419925	2965.7085074403653
25.949944305419923	2965.7085074403653
26.049944305419924	2965.7085074403653
26.149944305419922	2965.7085074403653
26.249944305419923	2965.7085074403653
26.349944305419925	2965.7085074403653
26.449944305419923	2965.7085074403653
26.549944305419924	2965.7085074403653
26.649944305419922	2965.7085074403653
26.749944305419923	2965.7085074403653
26.849944305419925	2965.7085074403653
26.949944305419923	2965.7085074403653
27.049944305419924	2965.7085074403653
27.149944305419922	2965.7085074403653
27.249944305419923	2965.7085074403653
27.349944305419925	2965.7085074403653
27.449944305419923	2965.7085074403653
27.549944305419924	2965.7085074403653
27.649944305419922	2965.7085074403653
27.749944305419923	2965.7085074403653
27.849944305419925	2965.7085074403653
27.949944305419923	2965.7085074403653
28.049944305419924	2965.7085074403653
28.149944305419922	2965.7085074403653
28.249944305419923	2965.7085074403653
28.349944305419925	2965.7085074403653
28.449944305419923	2965.7085074403653
28.549944305419924	2965.7085074403653
28.649944305419922	2965.7085074403653
28.749944305419923	2965.7085074403653
28.849944305419925	2965.7085074403653
28.949944305419923	2965.7085074403653
29.049944305419924	2965.7085074403653
29.149944305419922	2965.7085074403653
29.249944305419923	2965.7085074403653
29.349944305419925	2965.7085074403653
29.449944305419923	2965.7085074403653
29.549944305419924	2965.7085074403653
29.649944305419922	2965.7085074403653
29.749944305419923	2965.7085074403653
29.849944305419925	2965.7085074403653
29.949944305419923	2965.7085074403653
30.049944305419924	2619.150694897543
30.149944305419922	2618.9575734209234
30.249944305419923	2618.9575734209234
30.349944305419925	2618.9575734209234
30.449944305419923	2618.9575734209234
30.549944305419924	2618.9575734209234
30.649944305419922	2618.9575734209234
30.749944305419923	2618.9575734209234
30.849944305419925	2618.9575734209234
30.949944305419923	2618.9575734209234
31.049944305419924	2618.9575734209234
31.149944305419922	2618.9575734209234
31.249944305419923	2618.9575734209234
31.349944305419925	2618.9575734209234
31.449944305419923	2618.9575734209234
31.549944305419924	2618.9575734209234
31.649944305419922	2618.9575734209234
31.749944305419923	2618.9575734209234
31.849944305419925	2618.9575734209234
31.949944305419923	2618.9575734209234
32.04994430541992	2618.9575734209234
32.14994430541992	2618.9575734209234
32.24994430541992	2618.9575734209234
32.349944305419925	2618.9575734209234
32.449944305419926	2618.9575734209234
32.54994430541992	2618.9575734209234
32.64994430541992	2618.9575734209234
32.74994430541992	2618.9575734209234
32.849944305419925	2618.9575734209234
32.949944305419926	2618.9575734209234
33.04994430541992	2618.9575734209234
33.14994430541992	2618.9575734209234
33.24994430541992	2618.9575734209234
33.349944305419925	2618.9575734209234
33.449944305419926	2618.9575734209234
